bathroom_02,,9.886680000000002,9.110000000000001,0.358
bathroom_02,26,9.900800000000002,7.68,0.36
bathroom_02,37,9.8736,10.04,0.4
bathroom_02,43,9.922400000000003,6.69,0.23
bathroom_02,53,9.873800000000001,9.93,0.41
bathroom_02,69,9.862799999999998,11.21,0.39
bedroom_04,,9.82556,17.256,0.132
bedroom_04,134,9.855599999999999,14.09,0.15
bedroom_04,264,9.8022,19.79,0.11
bedroom_04,320,9.8722,13.6,0.02
bedroom_04,384,9.812800000000001,18.46,0.14
bedroom_04,387,9.785000000000002,20.34,0.24
kitchen_02,,9.850639999999999,15.252,0.076
kitchen_02,90,9.896799999999999,10.78,0.06
kitchen_02,136,9.895599999999996,10.72,0.08
kitchen_02,157,9.8572,14.65,0.07
kitchen_02,207,9.835,17.05,0.05
kitchen_02,329,9.7686,23.06,0.12
living_room_08,,9.86332,13.407999999999998,0.13999999999999999
living_room_08,92,9.9268,7.51,0.09
living_room_08,135,9.921600000000002,8.57,0.03
living_room_08,193,9.8394,16.52,0.06
living_room_08,228,9.845,14.97,0.17
living_room_08,254,9.783800000000001,19.47,0.35
